62131,407271554
60084,363961907
70163,587199003
60966,382498035
71560,618495622
61395,391624347
51641,209436574
70524,595525314
50794,196932851
87050,905443477
48565,165894872
55759,279186453
62215,408908317
59126,344553327
86671,900079136
74635,684981761
47492,151707712
58655,334970703
84626,869885004
64805,466509053
60498,372499559
73706,665287873
67957,537119227
74392,679591637
66448,503480199
93012,973335367
80800,806693335
51129,201802045
66027,493876114
81884,825485454
59301,348117666
75953,712756935
72868,647148444
66524,505131522
67555,527921771
61512,393957701
46480,139173912
87340,909423595
54359,254409140
68715,554267490
63130,428982191
53949,246984783
81138,812416425
80962,809413745
53735,243315490
50854,197845849
43987,111649964
64113,450619520
85402,881802832
67684,530904242
66695,508981059
58289,327645392
77042,734847809
44920,121515747
52197,217759160
48089,159135893
63871,445479051
67568,528252158
63983,447839702
77552,744955522
57922,320300192
70963,605247602
67969,537385064
67804,533461310
82363,833728137
81702,822320922
78337,760705472
65081,472776517
85363,881160114
67813,533642779
61692,397725899
69964,582826990
40429,79018442
71714,622031315
71701,621649800
101702,1032300588
56041,284386088
79229,777387941
44274,114622004
50718,195841134
41475,87675880
87343,909474892
68763,555279300
56449,292208264
69581,574062044
88943,929637328
45294,125772216
75682,707091462
80455,800225145
59902,360116082
57520,312569913
91794,961533177
65377,479591320
76543,725024688
70183,587671765
80125,794096284
43290,104709626
59103,344078910
44690,119189635
84045,860440169
45364,126640510
106697,1051126817
50907,198638766
51515,207599705
45343,126456389
48212,160824628
49728,181753290
60394,370257918
89216,932953733
55964,282982579
44619,118336848
64620,462338156
61724,398440675
40000,75873340
60647,375717799
96705,1003667150
62458,414137908
79259,777840302
53406,237854587
83822,857002352
48921,170745810
54897,263842862
67921,536293741
64257,453996370
53348,236804817
60212,366567786
105827,1048433356
63735,442412560
54914,264110002
104696,1044750244
61016,383492131
47301,149253115
51329,204897934
61926,402601089
45282,125670260
49743,181989549
61980,403785938
81803,824079192
59687,355529673
56526,293599109
60572,374143550
89721,938868080
56944,301660751
52337,220003787
106576,1050783417
65085,472887031
68457,548400901
100471,1026250003
46534,139848306
44293,114816111
67709,531424283
83090,845308927
77713,748410705
63928,446625249
82011,827752273
55561,275510155
56811,298974593
65616,485080862
60374,369881681
84479,867492908
66694,508950777
68958,559621423
85985,890222551
49545,179171363
54818,262367120
95734,996549594
42011,92596331
47902,156793480
75705,707506279
56740,297529071
50606,194432778
47443,151054093
40000,75873340
84594,869334503
62138,407369506
82165,830417015
45621,129383231
99405,1020526103
79209,776961238
63987,447912646
